,lat,lon,isLand,weather,request_failed,localtime,datetime_now
0,42.36745833333334,-82.08156666666665,True,"{'location': {'name': 'Blenheim', 'region': 'Ontario', 'country': 'Canada', 'lat': 42.333, 'lon': -82.0, 'tz_id': 'America/Toronto', 'localtime_epoch': 1732112003, 'localtime': '2024-11-20 09:13'}, 'current': {'last_updated_epoch': 1732111200, 'last_updated': '2024-11-20 09:00', 'temp_c': 11.4, 'temp_f': 52.5, 'is_day': 1, 'condition': {'text': 'Fog', 'icon': '//cdn.weatherapi.com/weather/64x64/day/248.png', 'code': 1135}, 'wind_mph': 7.2, 'wind_kph': 11.5, 'wind_degree': 156, 'wind_dir': 'SSE', 'pressure_mb': 1007.0, 'pressure_in': 29.73, 'precip_mm': 0.0, 'precip_in': 0.0, 'humidity': 98, 'cloud': 100, 'feelslike_c': 10.6, 'feelslike_f': 51.1, 'windchill_c': 10.6, 'windchill_f': 51.1, 'heatindex_c': 11.4, 'heatindex_f': 52.5, 'dewpoint_c': 11.0, 'dewpoint_f': 51.7, 'vis_km': 10.0, 'vis_miles': 6.0, 'uv': 0.4, 'gust_mph': 10.0, 'gust_kph': 16.2}}",False,2024-11-20 08:47,2024-11-20 09:19:45.269569
1,42.36745833333334,-80.60843333333331,True,"{'location': {'name': 'Port Rowan', 'region': 'Ontario', 'country': 'Canada', 'lat': 42.6333, 'lon': -80.45, 'tz_id': 'America/Toronto', 'localtime_epoch': 1732112385, 'localtime': '2024-11-20 09:19'}, 'current': {'last_updated_epoch': 1732112100, 'last_updated': '2024-11-20 09:15', 'temp_c': 7.1, 'temp_f': 44.8, 'is_day': 1, 'condition': {'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}, 'wind_mph': 4.7, 'wind_kph': 7.6, 'wind_degree': 99, 'wind_dir': 'E', 'pressure_mb': 1007.0, 'pressure_in': 29.74, 'precip_mm': 0.0, 'precip_in': 0.0, 'humidity': 97, 'cloud': 0, 'feelslike_c': 5.7, 'feelslike_f': 42.3, 'windchill_c': 9.3, 'windchill_f': 48.8, 'heatindex_c': 9.5, 'heatindex_f': 49.1, 'dewpoint_c': 8.3, 'dewpoint_f': 46.9, 'vis_km': 10.0, 'vis_miles': 6.0, 'uv': 0.4, 'gust_mph': 8.5, 'gust_kph': 13.8}}",False,2024-11-20 08:41,2024-11-20 09:19:45.782717
2,43.058016666666674,-82.08156666666665,True,"{'location': {'name': 'Forest', 'region': 'Ontario', 'country': 'Canada', 'lat': 43.1, 'lon': -82.0, 'tz_id': 'America/Toronto', 'localtime_epoch': 1732112361, 'localtime': '2024-11-20 09:19'}, 'current': {'last_updated_epoch': 1732112100, 'last_updated': '2024-11-20 09:15', 'temp_c': 9.4, 'temp_f': 48.9, 'is_day': 1, 'condition': {'text': 'Mist', 'icon': '//cdn.weatherapi.com/weather/64x64/day/143.png', 'code': 1030}, 'wind_mph': 3.8, 'wind_kph': 6.1, 'wind_degree': 238, 'wind_dir': 'WSW', 'pressure_mb': 1006.0, 'pressure_in': 29.7, 'precip_mm': 0.0, 'precip_in': 0.0, 'humidity': 100, 'cloud': 100, 'feelslike_c': 8.8, 'feelslike_f': 47.8, 'windchill_c': 9.3, 'windchill_f': 48.7, 'heatindex_c': 9.3, 'heatindex_f': 48.8, 'dewpoint_c': 8.7, 'dewpoint_f': 47.7, 'vis_km': 8.0, 'vis_miles': 4.0, 'uv': 0.3, 'gust_mph': 7.3, 'gust_kph': 11.7}}",False,2024-11-20 08:47,2024-11-20 09:19:46.089137
3,43.058016666666674,-80.60843333333331,True,"{'location': {'name': 'Norwich', 'region': 'Ontario', 'country': 'Canada', 'lat': 42.983, 'lon': -80.6, 'tz_id': 'America/Toronto', 'localtime_epoch': 1732112369, 'localtime': '2024-11-20 09:19'}, 'current': {'last_updated_epoch': 1732112100, 'last_updated': '2024-11-20 09:15', 'temp_c': 7.1, 'temp_f': 44.8, 'is_day': 1, 'condition': {'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}, 'wind_mph': 5.4, 'wind_kph': 8.6, 'wind_degree': 87, 'wind_dir': 'E', 'pressure_mb': 1007.0, 'pressure_in': 29.75, 'precip_mm': 0.0, 'precip_in': 0.0, 'humidity': 97, 'cloud': 0, 'feelslike_c': 5.5, 'feelslike_f': 41.8, 'windchill_c': 7.5, 'windchill_f': 45.5, 'heatindex_c': 7.8, 'heatindex_f': 46.1, 'dewpoint_c': 7.5, 'dewpoint_f': 45.5, 'vis_km': 10.0, 'vis_miles': 6.0, 'uv': 0.4, 'gust_mph': 9.8, 'gust_kph': 15.8}}",False,2024-11-20 08:41,2024-11-20 09:19:46.395961
4,43.058016666666674,-79.13529999999997,True,"{'location': {'name': 'Niagara Falls', 'region': 'New York', 'country': 'United States of America', 'lat': 43.094, 'lon': -79.057, 'tz_id': 'America/New_York', 'localtime_epoch': 1732112386, 'localtime': '2024-11-20 09:19'}, 'current': {'last_updated_epoch': 1732112100, 'last_updated': '2024-11-20 09:15', 'temp_c': 10.6, 'temp_f': 51.1, 'is_day': 1, 'condition': {'text': 'Mist', 'icon': '//cdn.weatherapi.com/weather/64x64/day/143.png', 'code': 1030}, 'wind_mph': 2.2, 'wind_kph': 3.6, 'wind_degree': 27, 'wind_dir': 'NNE', 'pressure_mb': 1006.0, 'pressure_in': 29.71, 'precip_mm': 0.0, 'precip_in': 0.0, 'humidity': 86, 'cloud': 100, 'feelslike_c': 10.9, 'feelslike_f': 51.6, 'windchill_c': 9.3, 'windchill_f': 48.7, 'heatindex_c': 9.6, 'heatindex_f': 49.3, 'dewpoint_c': 9.1, 'dewpoint_f': 48.5, 'vis_km': 4.8, 'vis_miles': 2.0, 'uv': 0.2, 'gust_mph': 2.4, 'gust_kph': 3.9}}",False,2024-11-20 08:45,2024-11-20 09:19:46.704141
5,43.74857500000001,-82.08156666666665,True,"{'location': {'name': 'Goderich', 'region': 'Ontario', 'country': 'Canada', 'lat': 43.7333, 'lon': -81.7, 'tz_id': 'America/Toronto', 'localtime_epoch': 1732112362, 'localtime': '2024-11-20 09:19'}, 'current': {'last_updated_epoch': 1732112100, 'last_updated': '2024-11-20 09:15', 'temp_c': 7.4, 'temp_f': 45.3, 'is_day': 1, 'condition': {'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}, 'wind_mph': 4.7, 'wind_kph': 7.6, 'wind_degree': 208, 'wind_dir': 'SSW', 'pressure_mb': 1007.0, 'pressure_in': 29.74, 'precip_mm': 0.0, 'precip_in': 0.0, 'humidity': 97, 'cloud': 0, 'feelslike_c': 6.1, 'feelslike_f': 42.9, 'windchill_c': 7.7, 'windchill_f': 45.9, 'heatindex_c': 8.4, 'heatindex_f': 47.1, 'dewpoint_c': 7.9, 'dewpoint_f': 46.2, 'vis_km': 2.0, 'vis_miles': 1.0, 'uv': 0.3, 'gust_mph': 9.4, 'gust_kph': 15.0}}",False,2024-11-20 08:47,2024-11-20 09:19:47.010864
6,43.74857500000001,-80.60843333333331,True,"{'location': {'name': 'Arthur', 'region': 'Ontario', 'country': 'Canada', 'lat': 43.833, 'lon': -80.533, 'tz_id': 'America/Toronto', 'localtime_epoch': 1732112386, 'localtime': '2024-11-20 09:19'}, 'current': {'last_updated_epoch': 1732112100, 'last_updated': '2024-11-20 09:15', 'temp_c': 7.3, 'temp_f': 45.1, 'is_day': 1, 'condition': {'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}, 'wind_mph': 6.0, 'wind_kph': 9.7, 'wind_degree': 103, 'wind_dir': 'ESE', 'pressure_mb': 1007.0, 'pressure_in': 29.75, 'precip_mm': 0.0, 'precip_in': 0.0, 'humidity': 100, 'cloud': 0, 'feelslike_c': 5.5, 'feelslike_f': 41.8, 'windchill_c': 6.0, 'windchill_f': 42.8, 'heatindex_c': 6.9, 'heatindex_f': 44.4, 'dewpoint_c': 6.7, 'dewpoint_f': 44.0, 'vis_km': 2.0, 'vis_miles': 1.0, 'uv': 0.4, 'gust_mph': 10.6, 'gust_kph': 17.1}}",False,2024-11-20 08:47,2024-11-20 09:19:47.318145
7,43.74857500000001,-79.13529999999997,True,"{'location': {'name': 'Ajax', 'region': 'Ontario', 'country': 'Canada', 'lat': 43.85, 'lon': -79.017, 'tz_id': 'America/Toronto', 'localtime_epoch': 1732112362, 'localtime': '2024-11-20 09:19'}, 'current': {'last_updated_epoch': 1732112100, 'last_updated': '2024-11-20 09:15', 'temp_c': 9.2, 'temp_f': 48.6, 'is_day': 1, 'condition': {'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}, 'wind_mph': 9.4, 'wind_kph': 15.1, 'wind_degree': 76, 'wind_dir': 'ENE', 'pressure_mb': 1007.0, 'pressure_in': 29.74, 'precip_mm': 0.0, 'precip_in': 0.0, 'humidity': 76, 'cloud': 100, 'feelslike_c': 6.9, 'feelslike_f': 44.4, 'windchill_c': 4.6, 'windchill_f': 40.2, 'heatindex_c': 7.4, 'heatindex_f': 45.4, 'dewpoint_c': 5.6, 'dewpoint_f': 42.1, 'vis_km': 14.0, 'vis_miles': 8.0, 'uv': 0.1, 'gust_mph': 13.1, 'gust_kph': 21.1}}",False,2024-11-20 08:47,2024-11-20 09:19:47.931599
8,43.74857500000001,-77.66216666666664,True,"{'location': {'name': 'Brighton', 'region': 'Ontario', 'country': 'Canada', 'lat': 44.0333, 'lon': -77.7333, 'tz_id': 'America/Toronto', 'localtime_epoch': 1732112388, 'localtime': '2024-11-20 09:19'}, 'current': {'last_updated_epoch': 1732112100, 'last_updated': '2024-11-20 09:15', 'temp_c': 9.0, 'temp_f': 48.2, 'is_day': 1, 'condition': {'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}, 'wind_mph': 9.4, 'wind_kph': 15.1, 'wind_degree': 69, 'wind_dir': 'ENE', 'pressure_mb': 1008.0, 'pressure_in': 29.77, 'precip_mm': 0.0, 'precip_in': 0.0, 'humidity': 66, 'cloud': 75, 'feelslike_c': 6.7, 'feelslike_f': 44.0, 'windchill_c': 3.4, 'windchill_f': 38.2, 'heatindex_c': 6.4, 'heatindex_f': 43.4, 'dewpoint_c': 3.9, 'dewpoint_f': 39.0, 'vis_km': 24.0, 'vis_miles': 14.0, 'uv': 0.2, 'gust_mph': 14.0, 'gust_kph': 22.6}}",False,2024-11-20 08:47,2024-11-20 09:19:48.239673
9,44.43913333333335,-82.08156666666665,True,"{'location': {'name': 'Kincardine', 'region': 'Ontario', 'country': 'Canada', 'lat': 44.1667, 'lon': -81.6333, 'tz_id': 'America/Toronto', 'localtime_epoch': 1732112364, 'localtime': '2024-11-20 09:19'}, 'current': {'last_updated_epoch': 1732112100, 'last_updated': '2024-11-20 09:15', 'temp_c': 7.4, 'temp_f': 45.3, 'is_day': 1, 'condition': {'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}, 'wind_mph': 5.6, 'wind_kph': 9.0, 'wind_degree': 201, 'wind_dir': 'SSW', 'pressure_mb': 1006.0, 'pressure_in': 29.72, 'precip_mm': 0.0, 'precip_in': 0.0, 'humidity': 97, 'cloud': 0, 'feelslike_c': 5.7, 'feelslike_f': 42.3, 'windchill_c': 7.6, 'windchill_f': 45.7, 'heatindex_c': 9.3, 'heatindex_f': 48.8, 'dewpoint_c': 8.8, 'dewpoint_f': 47.8, 'vis_km': 10.0, 'vis_miles': 6.0, 'uv': 0.3, 'gust_mph': 9.4, 'gust_kph': 15.1}}",False,2024-11-20 08:41,2024-11-20 09:19:48.649469
